Título de trazado: Iner.sumideros.meteo							
N.º	Fecha Tiempo, GMT-05:00	Temp, °C (LGR S/N: 10450278, SEN S/N: 10431781, LBL: AmbTemp)	HR, % (LGR S/N: 10450278, SEN S/N: 10431781, LBL: AmbHR)	Lluvia, mm (LGR S/N: 10450278, SEN S/N: 10440752, LBL: Lluvia)	Dirección del viento, ø (LGR S/N: 10450278, SEN S/N: 10468828, LBL: Direccion del viento)	Velocidad del viento, m/s (LGR S/N: 10450278, SEN S/N: 10470750, LBL: Velocidad del viento)	Velocidad de Ráfagas, m/s (LGR S/N: 10450278, SEN S/N: 10470750, LBL: Velocidad de rafagas)
34427	11/17/17 12:01:40 PM	26.646	71.900	0.00	193.7	1.01	3.53
34428	11/17/17 12:11:40 PM	26.573	72.300	0.00	175.5	0.76	3.27
34429	11/17/17 12:21:40 PM	26.182	72.900	0.00	176.9	1.26	4.03
34430	11/17/17 12:31:40 PM	26.989	73.300	0.00	181.1	0.76	4.03
34431	11/17/17 12:41:40 PM	26.207	72.600	0.00	189.5	1.51	4.28
34432	11/17/17 12:51:40 PM	27.014	73.200	0.00	174.1	1.76	5.04
34433	11/17/17 01:01:40 PM	27.530	71.300	0.00	192.3	1.01	3.53
34434	11/17/17 01:11:40 PM	27.382	70.300	0.00	172.7	1.76	4.28
34435	11/17/17 01:21:40 PM	27.358	70.300	0.00	167.1	1.51	3.53
34436	11/17/17 01:31:40 PM	28.122	69.300	0.00	181.1	1.26	3.53
34437	11/17/17 01:41:40 PM	26.622	69.800	0.00	164.3	2.27	6.04
34438	11/17/17 01:51:40 PM	26.793	71.900	0.00	167.1	2.52	6.30
34439	11/17/17 02:01:40 PM	27.112	72.100	0.00	182.5	2.27	5.79
34440	11/17/17 02:11:40 PM	28.468	70.500	0.00	212.0	1.51	4.78
34441	11/17/17 02:21:40 PM	26.769	69.600	0.00	188.1	1.76	4.53
34442	11/17/17 02:31:40 PM	26.598	71.600	0.00	209.2	2.01	4.78
34443	11/17/17 02:41:40 PM	27.801	72.200	0.00	193.7	2.01	6.04
34444	11/17/17 02:51:40 PM	26.720	71.900	0.00	188.1	2.27	5.29
34445	11/17/17 03:01:40 PM	26.329	73.000	0.00	172.7	2.52	6.04
34446	11/17/17 03:11:40 PM	26.916	73.200	0.00	181.1	2.27	5.29
34447	11/17/17 03:21:40 PM	26.818	72.000	0.00	175.5	1.76	4.28
34448	11/17/17 03:31:40 PM	27.702	71.700	0.00	199.4	1.51	4.78
34449	11/17/17 03:41:40 PM	27.186	70.800	0.00	179.7	1.76	4.78
34450	11/17/17 03:51:40 PM	26.842	71.900	0.00	183.9	1.76	5.04
34451	11/17/17 04:01:40 PM	26.622	73.300	0.00	195.1	2.01	4.78
34452	11/17/17 04:11:40 PM	26.573	73.200	0.00	183.9	1.76	5.54
34453	11/17/17 04:21:40 PM	26.793	73.300	0.00	189.5	1.51	4.53
34454	11/17/17 04:31:40 PM	26.842	73.000	0.00	161.5	1.01	3.27
34455	11/17/17 04:41:40 PM	26.280	74.200	0.00	189.5	2.27	6.04
34456	11/17/17 04:51:40 PM	26.329	74.600	0.00	186.7	1.01	3.78
34457	11/17/17 05:01:40 PM	25.501	75.000	0.00	179.7	1.26	4.28
34458	11/17/17 05:11:40 PM	25.525	76.500	0.00	216.2	1.01	4.28
34459	11/17/17 05:21:40 PM	25.331	77.100	0.00	202.2	1.01	4.03
34460	11/17/17 05:31:40 PM	24.823	77.700	0.00	189.5	1.51	4.78
34461	11/17/17 05:41:40 PM	24.581	78.600	0.00	202.2	1.26	4.78
34462	11/17/17 05:51:40 PM	24.219	79.500	0.00	188.1	1.51	4.78
34463	11/17/17 06:01:40 PM	23.881	80.600	0.00	192.3	1.26	4.03
34464	11/17/17 06:11:40 PM	23.689	81.500	0.00	182.5	1.76	4.28
34465	11/17/17 06:21:40 PM	23.665	82.300	0.00	185.3	1.26	4.28
34466	11/17/17 06:31:40 PM	23.328	82.500	0.00	189.5	1.51	5.04
34467	11/17/17 06:41:40 PM	23.184	83.600	0.00	193.7	1.76	4.28
34468	11/17/17 06:51:40 PM	23.208	84.300	0.00	199.4	1.51	5.29
34469	11/17/17 07:01:40 PM	23.064	84.600	0.00	188.1	1.51	5.04
34470	11/17/17 07:11:40 PM	22.896	85.300	0.00	192.3	2.01	7.05
34471	11/17/17 07:21:40 PM	22.824	86.000	0.00	193.7	1.76	5.04
34472	11/17/17 07:31:40 PM	22.824	86.400	0.00	190.9	2.27	6.04
34473	11/17/17 07:41:40 PM	22.681	85.500	0.00	193.7	2.27	6.30
34474	11/17/17 07:51:40 PM	22.705	84.600	0.00	207.8	2.01	5.54
34475	11/17/17 08:01:40 PM	22.417	84.500	0.00	202.2	2.52	6.04
34476	11/17/17 08:11:40 PM	22.393	84.800	0.00	193.7	2.27	5.79
34477	11/17/17 08:21:40 PM	22.369	84.900	0.00	193.7	1.51	6.04
34478	11/17/17 08:31:40 PM	22.345	85.000	0.00	206.4	1.51	5.29
34479	11/17/17 08:41:40 PM	22.226	85.200	0.00	198.0	1.76	6.55
34480	11/17/17 08:51:40 PM	22.178	85.700	0.00	200.8	1.51	5.04
34481	11/17/17 09:01:40 PM	22.058	86.000	0.00	203.6	2.27	6.04
34482	11/17/17 09:11:40 PM	22.058	86.300	0.00	210.6	2.01	6.30
34483	11/17/17 09:21:40 PM	21.939	86.400	0.00	209.2	1.76	5.29
34484	11/17/17 09:31:40 PM	21.748	86.800	0.00	207.8	2.27	5.79
34485	11/17/17 09:41:40 PM	21.819	87.000	0.00	210.6	1.26	4.03
34486	11/17/17 09:51:40 PM	21.700	87.100	0.00	213.4	1.51	5.29
34487	11/17/17 10:01:40 PM	21.628	87.400	0.00	199.4	1.51	5.04
34488	11/17/17 10:11:40 PM	21.652	87.600	0.00	209.2	1.51	5.29
34489	11/17/17 10:21:40 PM	21.628	87.700	0.00	220.4	1.76	5.04
34490	11/17/17 10:31:40 PM	21.581	87.700	0.00	217.6	1.51	4.78
34491	11/17/17 10:41:40 PM	21.533	88.000	0.00	200.8	1.51	6.30
34492	11/17/17 10:51:40 PM	21.509	88.000	0.00	193.7	1.01	3.02
34493	11/17/17 11:01:40 PM	21.533	88.000	0.00	198.0	1.01	3.27
34494	11/17/17 11:11:40 PM	21.485	87.800	0.00	216.2	1.01	3.78
34495	11/17/17 11:21:40 PM	21.557	87.900	0.00	185.3	1.01	3.53
34496	11/17/17 11:31:40 PM	21.509	87.700	0.00	212.0	0.76	2.77
34497	11/17/17 11:41:40 PM	21.604	87.700	0.00	133.4	0.50	2.01
34498	11/17/17 11:51:40 PM	21.485	87.500	0.00	186.7	0.76	3.53
34499	11/18/17 12:01:40 AM	21.461	87.700	0.00	213.4	1.26	4.03
34500	11/18/17 12:11:40 AM	21.390	87.900	0.00	210.6	1.26	5.29
34501	11/18/17 12:21:40 AM	21.342	88.200	0.00	171.3	1.01	3.27
34502	11/18/17 12:31:40 AM	21.199	88.400	0.00	209.2	1.51	5.29
34503	11/18/17 12:41:40 AM	21.270	88.900	0.00	220.4	1.76	5.04
34504	11/18/17 12:51:40 AM	21.246	89.200	0.00	199.4	2.01	6.55
34505	11/18/17 01:01:40 AM	21.270	89.500	0.00	192.3	1.76	7.30
